	SubjectID1	SubjectID2	Group1	Group2	Distance
4583	SRR7014101	SRR7013996	Crohn's disease	Crohn's disease	0.6311872355521414
4584	SRR7014101	SRR7013997	Crohn's disease	Crohn's disease	0.591327737767633
4585	SRR7014101	SRR7013998	Crohn's disease	Crohn's disease	0.6012050033387293
4586	SRR7014101	SRR7013999	Crohn's disease	Crohn's disease	0.5625901027248728
4587	SRR7014101	SRR7014000	Crohn's disease	Crohn's disease	0.5404590771390381
4588	SRR7014101	SRR7014001	Crohn's disease	Crohn's disease	0.5714456724498067
4589	SRR7014101	SRR7014003	Crohn's disease	Crohn's disease	0.6122927979659424
4590	SRR7014101	SRR7014004	Crohn's disease	Crohn's disease	0.5657688417937905
4591	SRR7014101	SRR7014005	Crohn's disease	Crohn's disease	0.5841064399503993
4592	SRR7014101	SRR7014006	Crohn's disease	Crohn's disease	0.5844606750056129
4593	SRR7014101	SRR7014007	Crohn's disease	Crohn's disease	0.6481726651843226
4594	SRR7014101	SRR7014009	Crohn's disease	Crohn's disease	0.5869773203552076
4595	SRR7014101	SRR7014010	Crohn's disease	Crohn's disease	0.6737940704976304
4596	SRR7014101	SRR7014014	Crohn's disease	Crohn's disease	0.5743718482713555
4597	SRR7014101	SRR7014015	Crohn's disease	Crohn's disease	0.630442475307641
4598	SRR7014101	SRR7014016	Crohn's disease	Crohn's disease	0.5329963560478874
4599	SRR7014101	SRR7014017	Crohn's disease	Crohn's disease	0.6364499931212919
4600	SRR7014101	SRR7014018	Crohn's disease	Crohn's disease	0.5885462897018461
4601	SRR7014101	SRR7014023	Crohn's disease	Crohn's disease	0.5819266075374923
4602	SRR7014101	SRR7014024	Crohn's disease	Crohn's disease	0.6033228052813231
4603	SRR7014101	SRR7014025	Crohn's disease	Crohn's disease	0.5163839642698352
4604	SRR7014101	SRR7014026	Crohn's disease	Crohn's disease	0.5278937033660328
4605	SRR7014101	SRR7014027	Crohn's disease	Crohn's disease	0.5420788344388469
4606	SRR7014101	SRR7014028	Crohn's disease	Crohn's disease	0.5932360170081704
4607	SRR7014101	SRR7014032	Crohn's disease	Crohn's disease	0.5748761441218385
4608	SRR7014101	SRR7014033	Crohn's disease	Crohn's disease	0.555411467544959
4609	SRR7014101	SRR7014034	Crohn's disease	Crohn's disease	0.692952031351339
4610	SRR7014101	SRR7014035	Crohn's disease	Crohn's disease	0.6086715077947752
4611	SRR7014101	SRR7014036	Crohn's disease	Crohn's disease	0.7802991263376992
4612	SRR7014101	SRR7014037	Crohn's disease	Crohn's disease	0.5403772259344186
4613	SRR7014101	SRR7014043	Crohn's disease	Crohn's disease	0.5579906102888486
4614	SRR7014101	SRR7014044	Crohn's disease	Crohn's disease	0.5544064223906765
4615	SRR7014101	SRR7014045	Crohn's disease	Crohn's disease	0.5629878191595958
4616	SRR7014101	SRR7014046	Crohn's disease	Crohn's disease	0.549070151054543
4617	SRR7014101	SRR7014047	Crohn's disease	Crohn's disease	0.5776527080129249
4618	SRR7014101	SRR7014048	Crohn's disease	Crohn's disease	0.8491665454331695
4619	SRR7014101	SRR7014049	Crohn's disease	Crohn's disease	0.5465959106502113
4620	SRR7014101	SRR7014050	Crohn's disease	Crohn's disease	0.5790975112111563
4621	SRR7014101	SRR7014051	Crohn's disease	Crohn's disease	0.5491987524637363
4622	SRR7014101	SRR7014052	Crohn's disease	Crohn's disease	0.5880238040599732
4623	SRR7014101	SRR7014053	Crohn's disease	Crohn's disease	0.6123029368167836
4624	SRR7014101	SRR7014055	Crohn's disease	Crohn's disease	0.566472459648207
4625	SRR7014101	SRR7014056	Crohn's disease	Crohn's disease	0.5850129713381601
4626	SRR7014101	SRR7014057	Crohn's disease	Crohn's disease	0.853511683255848
4627	SRR7014101	SRR7014058	Crohn's disease	Crohn's disease	0.9186071620633924
4628	SRR7014101	SRR7014059	Crohn's disease	Crohn's disease	0.5498496463325225
4629	SRR7014101	SRR7014060	Crohn's disease	Crohn's disease	0.6143534387282472
4630	SRR7014101	SRR7014061	Crohn's disease	Crohn's disease	0.5540447294172167
4631	SRR7014101	SRR7014062	Crohn's disease	Crohn's disease	0.6814122505105099
4632	SRR7014101	SRR7014066	Crohn's disease	Crohn's disease	0.7153930820055755
4633	SRR7014101	SRR7014067	Crohn's disease	Crohn's disease	0.6190164617284396
4634	SRR7014101	SRR7014068	Crohn's disease	Crohn's disease	0.7202425165846271
4635	SRR7014101	SRR7014072	Crohn's disease	Crohn's disease	0.8801073378159826
4636	SRR7014101	SRR7014073	Crohn's disease	Crohn's disease	0.5519850443946334
4637	SRR7014101	SRR7014074	Crohn's disease	Crohn's disease	0.680177867043786
4638	SRR7014101	SRR7014075	Crohn's disease	Crohn's disease	0.6136272993210345
4639	SRR7014101	SRR7014076	Crohn's disease	Crohn's disease	0.6140114205200747
4640	SRR7014101	SRR7014077	Crohn's disease	Crohn's disease	0.5718096911802617
4641	SRR7014101	SRR7014078	Crohn's disease	Crohn's disease	0.6999958543636965
4642	SRR7014101	SRR7014082	Crohn's disease	Crohn's disease	0.5516370725598406
4643	SRR7014101	SRR7014083	Crohn's disease	Crohn's disease	0.5667716281221076
4644	SRR7014101	SRR7014084	Crohn's disease	Crohn's disease	0.6010183931296951
4645	SRR7014101	SRR7014085	Crohn's disease	Crohn's disease	0.5714736007046657
4646	SRR7014101	SRR7014086	Crohn's disease	Crohn's disease	0.5684470305568142
4647	SRR7014101	SRR7014087	Crohn's disease	Crohn's disease	0.575354381149367
4648	SRR7014101	SRR7014089	Crohn's disease	Crohn's disease	0.5353325081884972
4649	SRR7014101	SRR7014090	Crohn's disease	Crohn's disease	0.5757438388021578
4650	SRR7014101	SRR7014091	Crohn's disease	Crohn's disease	0.6209406072771347
4651	SRR7014101	SRR7014092	Crohn's disease	Crohn's disease	0.5504743675163849
4652	SRR7014101	SRR7014093	Crohn's disease	Crohn's disease	0.5845830233793828
4653	SRR7014101	SRR7014097	Crohn's disease	Crohn's disease	0.6213775453524375
4654	SRR7014101	SRR7014098	Crohn's disease	Crohn's disease	0.562812485469619
4655	SRR7014101	SRR7014099	Crohn's disease	Crohn's disease	0.5729355180733104
4656	SRR7014102	SRR7013953	Crohn's disease	Crohn's disease	0.6193903810401676
4657	SRR7014102	SRR7013954	Crohn's disease	Crohn's disease	0.5368547103592801
4658	SRR7014102	SRR7013955	Crohn's disease	Crohn's disease	0.5595437551748869
4659	SRR7014102	SRR7013956	Crohn's disease	Crohn's disease	0.5466978751007291
4660	SRR7014102	SRR7013958	Crohn's disease	Crohn's disease	0.5163843838449462
4661	SRR7014102	SRR7013959	Crohn's disease	Crohn's disease	0.49520234215242603
4662	SRR7014102	SRR7013960	Crohn's disease	Crohn's disease	0.5059653654576252
4663	SRR7014102	SRR7013961	Crohn's disease	Crohn's disease	0.4721326233014748
4664	SRR7014102	SRR7013969	Crohn's disease	Crohn's disease	0.6426385543987321
4665	SRR7014102	SRR7013970	Crohn's disease	Crohn's disease	0.5988040802267389
4666	SRR7014102	SRR7013971	Crohn's disease	Crohn's disease	0.5761230841117064
4667	SRR7014102	SRR7013972	Crohn's disease	Crohn's disease	0.5716449764468656
4668	SRR7014102	SRR7013975	Crohn's disease	Crohn's disease	0.5476945490575311
4669	SRR7014102	SRR7013976	Crohn's disease	Crohn's disease	0.5247979234324865
4670	SRR7014102	SRR7013977	Crohn's disease	Crohn's disease	0.5620242984879371
4671	SRR7014102	SRR7013985	Crohn's disease	Crohn's disease	0.5241600886183506
4672	SRR7014102	SRR7013986	Crohn's disease	Crohn's disease	0.5463534205937547
4673	SRR7014102	SRR7013990	Crohn's disease	Crohn's disease	0.5411610797217286
4674	SRR7014102	SRR7013991	Crohn's disease	Crohn's disease	0.5352604295378879
4675	SRR7014102	SRR7013992	Crohn's disease	Crohn's disease	0.5803253227833454
4676	SRR7014102	SRR7013993	Crohn's disease	Crohn's disease	0.5091520884403581
4677	SRR7014102	SRR7013994	Crohn's disease	Crohn's disease	0.5797356456345311
4678	SRR7014102	SRR7013995	Crohn's disease	Crohn's disease	0.5643457362842056
4679	SRR7014102	SRR7013996	Crohn's disease	Crohn's disease	0.5602828814389099
4680	SRR7014102	SRR7013997	Crohn's disease	Crohn's disease	0.5434532461720225
4681	SRR7014102	SRR7013998	Crohn's disease	Crohn's disease	0.5825829481269037
4682	SRR7014102	SRR7013999	Crohn's disease	Crohn's disease	0.5513933020284767
4683	SRR7014102	SRR7014000	Crohn's disease	Crohn's disease	0.5488909864405693
4684	SRR7014102	SRR7014001	Crohn's disease	Crohn's disease	0.5660957697549084
4685	SRR7014102	SRR7014003	Crohn's disease	Crohn's disease	0.5587489518496472
4686	SRR7014102	SRR7014004	Crohn's disease	Crohn's disease	0.566600796069751
4687	SRR7014102	SRR7014005	Crohn's disease	Crohn's disease	0.5764251131301177
4688	SRR7014102	SRR7014006	Crohn's disease	Crohn's disease	0.5517752917044856
4689	SRR7014102	SRR7014007	Crohn's disease	Crohn's disease	0.5889661216844251
4690	SRR7014102	SRR7014009	Crohn's disease	Crohn's disease	0.5444625680288504
4691	SRR7014102	SRR7014010	Crohn's disease	Crohn's disease	0.6042914811622413
4692	SRR7014102	SRR7014014	Crohn's disease	Crohn's disease	0.5862328820992455
4693	SRR7014102	SRR7014015	Crohn's disease	Crohn's disease	0.5763471622109868
4694	SRR7014102	SRR7014016	Crohn's disease	Crohn's disease	0.5018859861453085
4695	SRR7014102	SRR7014017	Crohn's disease	Crohn's disease	0.6114524055543593
4696	SRR7014102	SRR7014018	Crohn's disease	Crohn's disease	0.5482999343715936
4697	SRR7014102	SRR7014023	Crohn's disease	Crohn's disease	0.4839388471293472
4698	SRR7014102	SRR7014024	Crohn's disease	Crohn's disease	0.5149267827752936
4699	SRR7014102	SRR7014025	Crohn's disease	Crohn's disease	0.4554921973761667
4700	SRR7014102	SRR7014026	Crohn's disease	Crohn's disease	0.449632136194749
4701	SRR7014102	SRR7014027	Crohn's disease	Crohn's disease	0.46790328916560336
4702	SRR7014102	SRR7014028	Crohn's disease	Crohn's disease	0.5592990060712897
4703	SRR7014102	SRR7014032	Crohn's disease	Crohn's disease	0.5677740759183724
4704	SRR7014102	SRR7014033	Crohn's disease	Crohn's disease	0.5039264574908068
4705	SRR7014102	SRR7014034	Crohn's disease	Crohn's disease	0.5609947957966319
4706	SRR7014102	SRR7014035	Crohn's disease	Crohn's disease	0.6342420223314353
4707	SRR7014102	SRR7014036	Crohn's disease	Crohn's disease	0.7141712166886571
4708	SRR7014102	SRR7014037	Crohn's disease	Crohn's disease	0.5106622143734757
4709	SRR7014102	SRR7014043	Crohn's disease	Crohn's disease	0.5109580350440597
4710	SRR7014102	SRR7014044	Crohn's disease	Crohn's disease	0.5479265755294007
4711	SRR7014102	SRR7014045	Crohn's disease	Crohn's disease	0.5637803145277572
4712	SRR7014102	SRR7014046	Crohn's disease	Crohn's disease	0.5414423387534003
4713	SRR7014102	SRR7014047	Crohn's disease	Crohn's disease	0.5235263319463093
4714	SRR7014102	SRR7014048	Crohn's disease	Crohn's disease	0.80160495393214
4715	SRR7014102	SRR7014049	Crohn's disease	Crohn's disease	0.5655173530706271
4716	SRR7014102	SRR7014050	Crohn's disease	Crohn's disease	0.5371960220084515
4717	SRR7014102	SRR7014051	Crohn's disease	Crohn's disease	0.5357819197287
4718	SRR7014102	SRR7014052	Crohn's disease	Crohn's disease	0.5923856204759378
4719	SRR7014102	SRR7014053	Crohn's disease	Crohn's disease	0.5973839206919409
4720	SRR7014102	SRR7014055	Crohn's disease	Crohn's disease	0.5907119402163654
4721	SRR7014102	SRR7014056	Crohn's disease	Crohn's disease	0.6325115855627872
4722	SRR7014102	SRR7014057	Crohn's disease	Crohn's disease	0.7930090287944763
4723	SRR7014102	SRR7014058	Crohn's disease	Crohn's disease	0.8807659674998471
4724	SRR7014102	SRR7014059	Crohn's disease	Crohn's disease	0.48499902307821735
4725	SRR7014102	SRR7014060	Crohn's disease	Crohn's disease	0.5325816957558785
4726	SRR7014102	SRR7014061	Crohn's disease	Crohn's disease	0.512288501884964
4727	SRR7014102	SRR7014062	Crohn's disease	Crohn's disease	0.6302920460177708
4728	SRR7014102	SRR7014066	Crohn's disease	Crohn's disease	0.5622786168713626
4729	SRR7014102	SRR7014067	Crohn's disease	Crohn's disease	0.5730480723975464
4730	SRR7014102	SRR7014068	Crohn's disease	Crohn's disease	0.6830796973518177
4731	SRR7014102	SRR7014072	Crohn's disease	Crohn's disease	0.8432257259058037
4732	SRR7014102	SRR7014073	Crohn's disease	Crohn's disease	0.5702248242570096
4733	SRR7014102	SRR7014074	Crohn's disease	Crohn's disease	0.6045729466911004
4734	SRR7014102	SRR7014075	Crohn's disease	Crohn's disease	0.5261435337829705
4735	SRR7014102	SRR7014076	Crohn's disease	Crohn's disease	0.527831799364536
4736	SRR7014102	SRR7014077	Crohn's disease	Crohn's disease	0.4858385769028234
4737	SRR7014102	SRR7014078	Crohn's disease	Crohn's disease	0.5700473846917604
4738	SRR7014102	SRR7014082	Crohn's disease	Crohn's disease	0.4703066002003263
4739	SRR7014102	SRR7014083	Crohn's disease	Crohn's disease	0.5529369292956748
4740	SRR7014102	SRR7014084	Crohn's disease	Crohn's disease	0.5424896622039582
4741	SRR7014102	SRR7014085	Crohn's disease	Crohn's disease	0.5514145081230608
4742	SRR7014102	SRR7014086	Crohn's disease	Crohn's disease	0.5933905529812952
4743	SRR7014102	SRR7014087	Crohn's disease	Crohn's disease	0.5267894068986615
4744	SRR7014102	SRR7014089	Crohn's disease	Crohn's disease	0.48058775617644683
4745	SRR7014102	SRR7014090	Crohn's disease	Crohn's disease	0.5158282077954558
4746	SRR7014102	SRR7014091	Crohn's disease	Crohn's disease	0.6188918959917302
4747	SRR7014102	SRR7014092	Crohn's disease	Crohn's disease	0.52117346456275
4748	SRR7014102	SRR7014093	Crohn's disease	Crohn's disease	0.5912528429005826
4749	SRR7014102	SRR7014097	Crohn's disease	Crohn's disease	0.5557932518813755
4750	SRR7014102	SRR7014098	Crohn's disease	Crohn's disease	0.5088201240862229
4751	SRR7014102	SRR7014099	Crohn's disease	Crohn's disease	0.5534055568657932
4752	SRR7014102	SRR7014101	Crohn's disease	Crohn's disease	0.34961045058103524
4753	SRR7014103	SRR7013953	Crohn's disease	Crohn's disease	0.6744553212668379
4754	SRR7014103	SRR7013954	Crohn's disease	Crohn's disease	0.55617822301079
4755	SRR7014103	SRR7013955	Crohn's disease	Crohn's disease	0.5228364317767785
4756	SRR7014103	SRR7013956	Crohn's disease	Crohn's disease	0.5794470262269714
4757	SRR7014103	SRR7013958	Crohn's disease	Crohn's disease	0.5608347054072972
4758	SRR7014103	SRR7013959	Crohn's disease	Crohn's disease	0.618106657968488
4759	SRR7014103	SRR7013960	Crohn's disease	Crohn's disease	0.5567605770187098
4760	SRR7014103	SRR7013961	Crohn's disease	Crohn's disease	0.5439723614679335
4761	SRR7014103	SRR7013969	Crohn's disease	Crohn's disease	0.6432732641763463
4762	SRR7014103	SRR7013970	Crohn's disease	Crohn's disease	0.5919659132749063
4763	SRR7014103	SRR7013971	Crohn's disease	Crohn's disease	0.5466108821562023
4764	SRR7014103	SRR7013972	Crohn's disease	Crohn's disease	0.5773055592129949
4765	SRR7014103	SRR7013975	Crohn's disease	Crohn's disease	0.5371878288865211
4766	SRR7014103	SRR7013976	Crohn's disease	Crohn's disease	0.5341286767747222
4767	SRR7014103	SRR7013977	Crohn's disease	Crohn's disease	0.537253102896819
4768	SRR7014103	SRR7013985	Crohn's disease	Crohn's disease	0.5413252352039298
4769	SRR7014103	SRR7013986	Crohn's disease	Crohn's disease	0.5174790937008624
4770	SRR7014103	SRR7013990	Crohn's disease	Crohn's disease	0.5961912483936115
4771	SRR7014103	SRR7013991	Crohn's disease	Crohn's disease	0.507357973803517
4772	SRR7014103	SRR7013992	Crohn's disease	Crohn's disease	0.5843904953366079
4773	SRR7014103	SRR7013993	Crohn's disease	Crohn's disease	0.5996316933901902
4774	SRR7014103	SRR7013994	Crohn's disease	Crohn's disease	0.5493730318730641
4775	SRR7014103	SRR7013995	Crohn's disease	Crohn's disease	0.5543680991037718
4776	SRR7014103	SRR7013996	Crohn's disease	Crohn's disease	0.5799297004970942
4777	SRR7014103	SRR7013997	Crohn's disease	Crohn's disease	0.5341020103082179
4778	SRR7014103	SRR7013998	Crohn's disease	Crohn's disease	0.5356694900843003
4779	SRR7014103	SRR7013999	Crohn's disease	Crohn's disease	0.5003497625529072
4780	SRR7014103	SRR7014000	Crohn's disease	Crohn's disease	0.5439705009778205
4781	SRR7014103	SRR7014001	Crohn's disease	Crohn's disease	0.5360487096354084
4782	SRR7014103	SRR7014003	Crohn's disease	Crohn's disease	0.6253087415773331
4783	SRR7014103	SRR7014004	Crohn's disease	Crohn's disease	0.5799982090035478
4784	SRR7014103	SRR7014005	Crohn's disease	Crohn's disease	0.5508102729248519
4785	SRR7014103	SRR7014006	Crohn's disease	Crohn's disease	0.6141253603525294
4786	SRR7014103	SRR7014007	Crohn's disease	Crohn's disease	0.6154867356209265
4787	SRR7014103	SRR7014009	Crohn's disease	Crohn's disease	0.5087463995174568
4788	SRR7014103	SRR7014010	Crohn's disease	Crohn's disease	0.599446562071991
4789	SRR7014103	SRR7014014	Crohn's disease	Crohn's disease	0.5235130370929985
4790	SRR7014103	SRR7014015	Crohn's disease	Crohn's disease	0.584732324694872
4791	SRR7014103	SRR7014016	Crohn's disease	Crohn's disease	0.4925389116236147
4792	SRR7014103	SRR7014017	Crohn's disease	Crohn's disease	0.5426069837039247
4793	SRR7014103	SRR7014018	Crohn's disease	Crohn's disease	0.5628299678409128
4794	SRR7014103	SRR7014023	Crohn's disease	Crohn's disease	0.4560646511000368
4795	SRR7014103	SRR7014024	Crohn's disease	Crohn's disease	0.5160565675874096
4796	SRR7014103	SRR7014025	Crohn's disease	Crohn's disease	0.48854200248273255
4797	SRR7014103	SRR7014026	Crohn's disease	Crohn's disease	0.5034398619373162
4798	SRR7014103	SRR7014027	Crohn's disease	Crohn's disease	0.5132999101968446
4799	SRR7014103	SRR7014028	Crohn's disease	Crohn's disease	0.535984310309659
4800	SRR7014103	SRR7014032	Crohn's disease	Crohn's disease	0.6282713345650992
4801	SRR7014103	SRR7014033	Crohn's disease	Crohn's disease	0.58125939224583
4802	SRR7014103	SRR7014034	Crohn's disease	Crohn's disease	0.5949566751886473
4803	SRR7014103	SRR7014035	Crohn's disease	Crohn's disease	0.646522632102395
4804	SRR7014103	SRR7014036	Crohn's disease	Crohn's disease	0.7375966453904322
4805	SRR7014103	SRR7014037	Crohn's disease	Crohn's disease	0.5201414443658581
4806	SRR7014103	SRR7014043	Crohn's disease	Crohn's disease	0.5442715902815244
4807	SRR7014103	SRR7014044	Crohn's disease	Crohn's disease	0.562875219589631
4808	SRR7014103	SRR7014045	Crohn's disease	Crohn's disease	0.585197556084908
4809	SRR7014103	SRR7014046	Crohn's disease	Crohn's disease	0.5398339377639545
4810	SRR7014103	SRR7014047	Crohn's disease	Crohn's disease	0.6281466461572112
4811	SRR7014103	SRR7014048	Crohn's disease	Crohn's disease	0.7930314327859123
4812	SRR7014103	SRR7014049	Crohn's disease	Crohn's disease	0.4675068672532609
4813	SRR7014103	SRR7014050	Crohn's disease	Crohn's disease	0.5169188690398424
4814	SRR7014103	SRR7014051	Crohn's disease	Crohn's disease	0.511341849987457
4815	SRR7014103	SRR7014052	Crohn's disease	Crohn's disease	0.6746810158773312
4816	SRR7014103	SRR7014053	Crohn's disease	Crohn's disease	0.5557056609343055
4817	SRR7014103	SRR7014055	Crohn's disease	Crohn's disease	0.5218632254690634
4818	SRR7014103	SRR7014056	Crohn's disease	Crohn's disease	0.5794009622756525
4819	SRR7014103	SRR7014057	Crohn's disease	Crohn's disease	0.8295011328828894
4820	SRR7014103	SRR7014058	Crohn's disease	Crohn's disease	0.9028575878790164
4821	SRR7014103	SRR7014059	Crohn's disease	Crohn's disease	0.5315243696134315
4822	SRR7014103	SRR7014060	Crohn's disease	Crohn's disease	0.5731209540959158
4823	SRR7014103	SRR7014061	Crohn's disease	Crohn's disease	0.5545711791685247
4824	SRR7014103	SRR7014062	Crohn's disease	Crohn's disease	0.48963555985298257
4825	SRR7014103	SRR7014066	Crohn's disease	Crohn's disease	0.5867912486210191
4826	SRR7014103	SRR7014067	Crohn's disease	Crohn's disease	0.5852141444022788
4827	SRR7014103	SRR7014068	Crohn's disease	Crohn's disease	0.6700199797924258
4828	SRR7014103	SRR7014072	Crohn's disease	Crohn's disease	0.8632632142655362
4829	SRR7014103	SRR7014073	Crohn's disease	Crohn's disease	0.5953426831269647
4830	SRR7014103	SRR7014074	Crohn's disease	Crohn's disease	0.6347021274941311
4831	SRR7014103	SRR7014075	Crohn's disease	Crohn's disease	0.5815783666684158
4832	SRR7014103	SRR7014076	Crohn's disease	Crohn's disease	0.548048388260947
4833	SRR7014103	SRR7014077	Crohn's disease	Crohn's disease	0.6072738170963341
4834	SRR7014103	SRR7014078	Crohn's disease	Crohn's disease	0.5788002515551433
4835	SRR7014103	SRR7014082	Crohn's disease	Crohn's disease	0.5988170690048217
4836	SRR7014103	SRR7014083	Crohn's disease	Crohn's disease	0.5616231492006518
4837	SRR7014103	SRR7014084	Crohn's disease	Crohn's disease	0.5299526056539181
4838	SRR7014103	SRR7014085	Crohn's disease	Crohn's disease	0.5840986556286915
4839	SRR7014103	SRR7014086	Crohn's disease	Crohn's disease	0.6249508005624628
4840	SRR7014103	SRR7014087	Crohn's disease	Crohn's disease	0.549479423435646
4841	SRR7014103	SRR7014089	Crohn's disease	Crohn's disease	0.5424467693572146
4842	SRR7014103	SRR7014090	Crohn's disease	Crohn's disease	0.6198370381162726
4843	SRR7014103	SRR7014091	Crohn's disease	Crohn's disease	0.6557963707114368
4844	SRR7014103	SRR7014092	Crohn's disease	Crohn's disease	0.5761042686041697
4845	SRR7014103	SRR7014093	Crohn's disease	Crohn's disease	0.6180777948218448
4846	SRR7014103	SRR7014097	Crohn's disease	Crohn's disease	0.5709148881249764
4847	SRR7014103	SRR7014098	Crohn's disease	Crohn's disease	0.5140691282419152
4848	SRR7014103	SRR7014099	Crohn's disease	Crohn's disease	0.5110527556122093
4849	SRR7014103	SRR7014101	Crohn's disease	Crohn's disease	0.5752340241322978
4850	SRR7014103	SRR7014102	Crohn's disease	Crohn's disease	0.5660310503749225
4851	SRR7014110	SRR7013953	Crohn's disease	Crohn's disease	0.6089173652373406
4852	SRR7014110	SRR7013954	Crohn's disease	Crohn's disease	0.5862070384003528
4853	SRR7014110	SRR7013955	Crohn's disease	Crohn's disease	0.5905602025304483
4854	SRR7014110	SRR7013956	Crohn's disease	Crohn's disease	0.5962879555019769
4855	SRR7014110	SRR7013958	Crohn's disease	Crohn's disease	0.5629785279129998
4856	SRR7014110	SRR7013959	Crohn's disease	Crohn's disease	0.5454664017603964
4857	SRR7014110	SRR7013960	Crohn's disease	Crohn's disease	0.5373199202883302
4858	SRR7014110	SRR7013961	Crohn's disease	Crohn's disease	0.5608523611475572
4859	SRR7014110	SRR7013969	Crohn's disease	Crohn's disease	0.528451270448159
4860	SRR7014110	SRR7013970	Crohn's disease	Crohn's disease	0.4789625291427084
4861	SRR7014110	SRR7013971	Crohn's disease	Crohn's disease	0.5419456258477173
4862	SRR7014110	SRR7013972	Crohn's disease	Crohn's disease	0.5679007202979406
4863	SRR7014110	SRR7013975	Crohn's disease	Crohn's disease	0.5261966060098623
4864	SRR7014110	SRR7013976	Crohn's disease	Crohn's disease	0.5365721337893222
4865	SRR7014110	SRR7013977	Crohn's disease	Crohn's disease	0.5201015463231061
4866	SRR7014110	SRR7013985	Crohn's disease	Crohn's disease	0.5303954249161837
4867	SRR7014110	SRR7013986	Crohn's disease	Crohn's disease	0.5367405020378848
4868	SRR7014110	SRR7013990	Crohn's disease	Crohn's disease	0.5642682873699406
4869	SRR7014110	SRR7013991	Crohn's disease	Crohn's disease	0.4867912517769055
4870	SRR7014110	SRR7013992	Crohn's disease	Crohn's disease	0.6128413977229178
4871	SRR7014110	SRR7013993	Crohn's disease	Crohn's disease	0.5338929614448138
4872	SRR7014110	SRR7013994	Crohn's disease	Crohn's disease	0.5328174565827871
4873	SRR7014110	SRR7013995	Crohn's disease	Crohn's disease	0.5006070301918777
4874	SRR7014110	SRR7013996	Crohn's disease	Crohn's disease	0.5326305871123066
4875	SRR7014110	SRR7013997	Crohn's disease	Crohn's disease	0.5180843670946832
4876	SRR7014110	SRR7013998	Crohn's disease	Crohn's disease	0.5265251933228348
4877	SRR7014110	SRR7013999	Crohn's disease	Crohn's disease	0.5565689237278337
4878	SRR7014110	SRR7014000	Crohn's disease	Crohn's disease	0.5397807865280859
4879	SRR7014110	SRR7014001	Crohn's disease	Crohn's disease	0.5410821614731406
4880	SRR7014110	SRR7014003	Crohn's disease	Crohn's disease	0.5194127119618127
4881	SRR7014110	SRR7014004	Crohn's disease	Crohn's disease	0.6017365799428166
4882	SRR7014110	SRR7014005	Crohn's disease	Crohn's disease	0.5269702420749619
4883	SRR7014110	SRR7014006	Crohn's disease	Crohn's disease	0.5830029435309597
4884	SRR7014110	SRR7014007	Crohn's disease	Crohn's disease	0.5416236088341203
4885	SRR7014110	SRR7014009	Crohn's disease	Crohn's disease	0.5068619366947724
4886	SRR7014110	SRR7014010	Crohn's disease	Crohn's disease	0.6299360971657185
4887	SRR7014110	SRR7014014	Crohn's disease	Crohn's disease	0.6224107253495501
4888	SRR7014110	SRR7014015	Crohn's disease	Crohn's disease	0.5344496334568284
4889	SRR7014110	SRR7014016	Crohn's disease	Crohn's disease	0.5210794234065923
4890	SRR7014110	SRR7014017	Crohn's disease	Crohn's disease	0.6424556031118763
4891	SRR7014110	SRR7014018	Crohn's disease	Crohn's disease	0.5566531915288839
4892	SRR7014110	SRR7014023	Crohn's disease	Crohn's disease	0.542960187602843
4893	SRR7014110	SRR7014024	Crohn's disease	Crohn's disease	0.5565396011073375
4894	SRR7014110	SRR7014025	Crohn's disease	Crohn's disease	0.5568711287863715
4895	SRR7014110	SRR7014026	Crohn's disease	Crohn's disease	0.5211931404856901
4896	SRR7014110	SRR7014027	Crohn's disease	Crohn's disease	0.46518298490179344
4897	SRR7014110	SRR7014028	Crohn's disease	Crohn's disease	0.5287460433321076
4898	SRR7014110	SRR7014032	Crohn's disease	Crohn's disease	0.6285950310941602
4899	SRR7014110	SRR7014033	Crohn's disease	Crohn's disease	0.46876724349495075
4900	SRR7014110	SRR7014034	Crohn's disease	Crohn's disease	0.6229079772528731
4901	SRR7014110	SRR7014035	Crohn's disease	Crohn's disease	0.6041631940940668
4902	SRR7014110	SRR7014036	Crohn's disease	Crohn's disease	0.7100778600817326
4903	SRR7014110	SRR7014037	Crohn's disease	Crohn's disease	0.5631980881200043
4904	SRR7014110	SRR7014043	Crohn's disease	Crohn's disease	0.4851063489337919
4905	SRR7014110	SRR7014044	Crohn's disease	Crohn's disease	0.5921233589774318
4906	SRR7014110	SRR7014045	Crohn's disease	Crohn's disease	0.5396112266982502
4907	SRR7014110	SRR7014046	Crohn's disease	Crohn's disease	0.5605920732565003
4908	SRR7014110	SRR7014047	Crohn's disease	Crohn's disease	0.5535410644940635
4909	SRR7014110	SRR7014048	Crohn's disease	Crohn's disease	0.7757486297696717
4910	SRR7014110	SRR7014049	Crohn's disease	Crohn's disease	0.4836602074860248
4911	SRR7014110	SRR7014050	Crohn's disease	Crohn's disease	0.5171694010939064
4912	SRR7014110	SRR7014051	Crohn's disease	Crohn's disease	0.5265494217410521
4913	SRR7014110	SRR7014052	Crohn's disease	Crohn's disease	0.6148063730338287
4914	SRR7014110	SRR7014053	Crohn's disease	Crohn's disease	0.5819625361373931
4915	SRR7014110	SRR7014055	Crohn's disease	Crohn's disease	0.5445462687032326
